session_id,participant_id,video_id,emotion,ecg_ecg_meanibi,ecg_ecg_hrv,ecg_ecg_mse1,ecg_ecg_mse2,ecg_ecg_mse3,ecg_ecg_mse4,ecg_ecg_mse5,ecg_ecg_sp0001,ecg_ecg_sp0102,ecg_ecg_sp0203,ecg_ecg_sp0304,ecg_ecg_energyratio,ecg_ecg_tachogram_lf,ecg_ecg_tachogram_mf,ecg_ecg_tachogram_hf,ecg_ecg_tachogram_energy_ratio,ecg_ecg_meanqrs_amp,ecg_ecg_stdqrs_amp,ecg_ecg_varqrs_amp,ecg_ecg_delay,gsr_std_amppeaks,gsr_var_amppeaks,gsr_std_risetime,gsr_var_risetime,gsr_std_pospeaks,gsr_var_pospeaks,gsr_nbpeaks,gsr_amppeaks,gsr_risetime,gsr_pospeaks
1,1,1,happy,0.9536066023909877,0.023709709496520993,0.0005621503244094178,9.5,1.265085766017972,0.08162755711551681,0.15017923517179252,0.2825247634446362,0.45132011956227414,0.5618111784988584,0.7946835997793681,-0.6144834326927189,-10.312771054552073,-9.465431770030948,-9.823626033357742,8.558798416186505,3.390602053899954,-4.312277291971433,-3.751602193872516,11.94536182811229,255.13834766036197,9.780234504578184,247.04150405741603,265.1071040558217,1.7815908419478435,3.1740659281124257,0.9004562916672442,0.810821533203125,2160.9183233060894,4669568.0
1,1,2,sad,0.9536066023909877,0.023709709496520993,0.0005621503244094178,9.5,1.265085766017972,0.08162755711551681,0.15017923517179252,0.2825247634446362,0.45132011956227414,0.5618111784988584,0.7946835997793681,-0.6144834326927189,-10.312771054552073,-9.465431770030948,-9.823626033357742,8.558798416186505,3.390602053899954,-4.312277291971433,-3.751602193872516,11.94536182811229,279.76011979546354,19.098387987851098,256.86625659339717,299.84982902193576,7.2609891957628525,52.72196410098488,0.2043980539367364,0.041778564453125,327.3904396893715,107184.5
1,1,3,neutral,0.9500335248462876,0.027064462217170064,0.0007324851151046259,9.5,1.2903331686579291,0.09679032307184007,0.17260840352861642,0.3139387166020085,0.4630199854984831,0.6406836110242043,0.8014694077120997,-0.6143641854418684,-10.32230065573782,-9.39918472119743,-9.8896870019421,8.548350561634479,3.431220047044875,-3.2920258325026213,-3.609189192288835,18.497733570557493,711.0574146217613,40.442059706236556,675.1847584266575,755.9911487264651,16.800524493654674,282.2576232618906,0.2320194125768359,0.0538330078125,341.5325753131024,116644.5
1,1,5,disgust,0.9508698895503787,0.024968828125633443,0.0006234423779674236,9.5,1.3376331860686956,0.1015740437578293,0.12929180539443144,0.23445547635041453,0.3695721850475578,0.48310685424416266,0.6209847343117147,-0.6146897590106234,-10.286275484381827,-9.48689435469623,-9.796754775420444,8.562308296018623,3.397909645668483,-5.39705413364176,-3.8211215201748856,12.752605630303762,506.8602815561414,22.93023527595195,498.51975842292336,521.6528924683312,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,anger,0.9334703432675552,0.03840869311069513,0.0014752277064715592,9.5,1.4842558212418444,0.11065012573170695,0.2392611163352784,0.45790931168538657,0.6726861086886052,0.9434193992624076,1.238969646363032,-0.614287748831127,-10.305155380609786,-9.457895752725083,-9.852085274206068,8.558200901655757,3.671744192379666,-2.897961276033696,-2.7763943848385275,-3.2366805148394966,494.39306502095843,33.271449440851065,468.7533782877923,522.0322296090351,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,fear,0.9290620656803662,0.11524492843437675,0.01328139352984462,9.5,1.4122492489851706,0.15629655144709798,0.1686631922566076,0.30904576837868597,0.42493145069105653,0.5800246595666299,0.8336375435087715,-0.6182584005222168,-9.7205258943844,-9.969149950438382,-9.2802596395268,8.410293712456546,3.505784249631809,-2.2921271772607907,-0.9943888830064069,-0.9126906928799328,385.59509505226424,11.61462530073418,376.8334101937756,394.492079281941,12.269989028039502,150.55263074820976,0.4581483409811172,0.20989990234375,958.4948269726516,918712.3333333333
1,2,1,happy,0.9581397765482201,0.02170795398059918,0.00047123526602381184,9.5,1.568023791737892,0.15942170330757027,0.12614477616036626,0.23044480358675498,0.36371032270665554,0.49170636569122994,0.6041996945434492,-0.6144974394153422,-9.165643240546974,-8.441964939171681,-9.151754869131688,7.801678621443217,3.764541844378368,-2.722717857067939,-2.8686079214700633,-3.038971722635173,255.13834766036197,9.780234504578184,247.04150405741603,265.1071040558217,1.7815908419478435,3.1740659281124257,0.9004562916672442,0.810821533203125,2160.9183233060894,4669568.0
1,2,2,sad,0.9684235462626183,0.021901412450752958,0.0004796718673379967,9.5,1.6518130144200898,0.1493340582453138,0.1454805564674842,0.2520848443436655,0.4004273140782073,0.5698591553501837,0.6851790109107684,-0.6139115213287871,-9.199816412260693,-8.53433447719581,-9.708831475861354,7.879655870559757,3.8479346341047225,-3.7124870942855575,-2.4865556740755244,-2.7270048996540495,279.76011979546354,19.098387987851098,256.86625659339717,299.84982902193576,7.2609891957628525,52.72196410098488,0.2043980539367364,0.041778564453125,327.3904396893715,107184.5
1,2,3,neutral,0.9183117701073977,0.035835212883768085,0.001284162482424978,9.5,1.2788129281107001,0.35279133377577077,0.0686935177366309,0.11150848053708527,0.18606369417671473,0.2508842282312512,0.32762262134423037,-0.5978522863220961,-6.634270451265673,-7.808721497204918,-8.546757283401096,6.474152355445689,3.5688064102678125,-0.21627758951607265,-0.7808750035762198,-0.07757636683490964,711.0574146217613,40.442059706236556,675.1847584266575,755.9911487264651,16.800524493654674,282.2576232618906,0.2320194125768359,0.0538330078125,341.5325753131024,116644.5
1,2,5,disgust,0.9552568843560073,0.024116505205073573,0.0005816058233063406,9.5,1.766650229166366,0.25651009558990484,0.1471862813963273,0.29837239038894253,0.41753327432165,0.6043159668533294,0.7091475219063865,-0.6140312042156005,-10.54149484982791,-9.423759709595947,-9.841582400948832,8.570224247920395,4.035230521518428,-1.229631256333155,-1.2568508468597452,-0.44257135464547775,368.8733966080723,35.429211940831756,325.1440531761392,395.839520256092,29.230231180804545,854.4064148832782,0.4295395105001741,0.18450419108072916,1183.2544105136478,1400091.0
